,No.,Altitude,Date,https://docs.google.com/spreadsheets/d/1fSvWzYNNyPRax3SlRuPMMsVsCZzNOj_fLgdczTBqpuk/edit#gid=941757145,Family,Species,Sex,W_length,B_length,w (g),插針重/針種類,Dw(g),Wei,Note_WT ,label,ID(ima),Note_SW,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,Note,leg,點測
92,SJTT0092,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,male,21.59,17.08,0.0542,0.0368,0.0174,#N/A,,1,o,需影像,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_13804,16.2,16.3,16.2,IR_13814,39.8,43.2,41.2,胸的地方有翅膀,,
93,SJTT0093,2000,28-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,19.68,11.81,0.0543,0.0379,0.015,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13810,16.1,16.3,16.2,IR_13828,38.2,43.3,40,胸的地方有腳,,
94,SJTT0094,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO062,#N/A,31.31,21.76,0.08,0.0374,0.0429,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13818,16.5,17,16.8,IR_13856,-1.3,-0.2,-0.7,,,
95,SJTT0095,2000,28-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC028,#N/A,13.58,11.98,0.0584,0.0365,0.0216,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,,,,,IR_13852,-3.1,-2.1,-2.5,,,
96,SJTT0096,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO065,#N/A,31.79,21.97,0.1613,0.038,0.1233,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13836,15.4,15.7,15.6,IR_13860,40.2,43.7,42.3,,,
97,SJTT0097,2000,28-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT14,#N/A,19.03,11.99,0.0531,0.0365,0.0156,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13840,16,16.2,16.1,IR_13854,41.3,42.8,42,,,
98,SJTT0098,2000,28-VI-2017,"30.65613, 102.74873",Limacodidae,SJ_LIM04,#N/A,19.19,11.09,0.0515,0.0368,0.0149,#N/A,右翅破損,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13842,15.9,16.2,16,IR_13880,-2.1,-0.7,-1.3,,,
99,SJTT0099,2000,28-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT14,#N/A,19,13.79,0.0597,0.0375,0.0219,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13846,16.9,17.1,17,IR_13862,43.1,44.2,43.8,,,
100,SJTT0100,2000,28-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT09,#N/A,19.3,12.36,0.0578,0.0377,0.0199,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13858,15.6,15.9,15.7,IR_13872,42.2,44.3,43.5,,,
101,SJTT0101,2000,28-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC005,#N/A,25.14,22.9,0.1624,0.0373,0.1245,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13864,18.5,24.5,21.9,IR_13884,14.6,21.6,18.6,,,
102,SJTT0102,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO153,female,11.97,7.33,0.0434,0.0379,0.0055,#N/A,右翅破損,1,o,需影像,1,1,#N/A,#N/A,,,1,0,IR_13776,14.4,14.5,14.4,IR_13788,43,44,43.5,,,
103,SJTT0103,2000,28-VI-2017,"30.65613, 102.74873",Drepanidae,SJ_DRE02,#N/A,15.93,8.75,0.0444,0.0371,0.0066,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,,,,,IR_13882,42.5,43.6,43.2,,,
104,SJTT0104,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO142,#N/A,17.98,,0.0457,--,--,#N/A,身體破損,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13870,15.7,15.9,15.8,IR_13874,41.7,43.1,42.2,,,
105,SJTT0105,2000,28-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT02,#N/A,18.66,11.95,0.0543,0.038,0.0169,#N/A,右翅破損,1,1,,1,1,#N/A,#N/A,,,0,1,,,,,IR_13876,0.4,1.3,0.9,,,
106,SJTT0106,2000,28-VI-2017,"30.65613, 102.74873",Nolidae,SJ_NOL01,#N/A,19,12.03,0.0728,0.0354,0.0377,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,,,,,IR_13878,36.8,39.3,38,胸的地方有腳,,
107,SJTT0107,2000,28-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC040,#N/A,18.6,15.38,0.0993,0.0373,0.0631,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,,,,,IR_13886,42.5,44.4,43.6,,,
108,SJTT0108,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO121,#N/A,14.21,10.98,0.0458,0.0374,0.0085,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,,,,,IR_13888,-3.6,-3,-3.3,,,
109,SJTT0109,2000,28-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO129,#N/A,14.41,10.09,0.0488,0.0376,0.0112,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,,,,,IR_13890,-4.2,-3.7,-4,,,
110,SJTT0110,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.06,14.15,0.0581,0.037,0.0203,#N/A,,,1,,1,1,#N/A,#N/A,,,1,0,,,,,IR_13926.jpg,38.9,42.6,41.2,,,
111,SJTT0111,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.06,14.14,0.0553,0.0355,0.0191,#N/A,右翅破損,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13912.jpg,18.3,18.6,18.4,IR_13942.jpg,-0.4,2.2,1.2,,,
112,SJTT0112,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.91,14.65,0.0517,0.037,0.0137,#N/A,,,1,,1,1,#N/A,#N/A,,,1,0,IR_13914.jpg,17.3,18.2,17.9,IR_13930.jpg,39.1,42.3,40.2,,,
113,SJTT0113,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.77,14.77,0.0689,0.0373,0.0316,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13916.jpg,17.9,18.2,18.1,IR_13938.jpg,-1.2,6.1,4,,,
114,SJTT0114,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC028,#N/A,13.76,12.11,0.0526,0.0382,0.0144,#N/A,,1,1,,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_13918.jpg,19,19.2,19.1,IR_13946.jpg,40.2,44.3,42.6,,,
115,SJTT0115,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC055,#N/A,19.91,18.62,0.1024,0.0376,0.0648,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13920.jpg,19.4,25.7,24,IR_13950.jpg,1.4,2.7,2.4,,,
116,SJTT0116,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC045,#N/A,16.46,14.7,0.073,0.0367,0.0362,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13922.jpg,18.6,19.7,19.3,IR_13948.jpg,38.7,42.7,40.7,,,
117,SJTT0117,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC040,#N/A,16.28,14.32,0.0719,0.0371,0.0343,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13924.jpg,18.2,18.5,18.4,IR_13954.jpg,-1.6,-0.7,-1,,,
118,SJTT0118,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_ARC02,#N/A,24.9,19.93,0.1759,0.0373,0.1386,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13928.jpg,18.9,19.3,19.2,IR_13966.jpg,40.6,44.4,43.3,,,
119,SJTT0119,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO128,#N/A,21.81,12.81,0.058,0.0372,0.0211,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13932.jpg,18.3,18.5,18.4,IR_13958.jpg,38.7,43.3,42,,,
120,SJTT0120,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT01,#N/A,19.05,12.16,0.0637,0.0371,0.0271,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13934.jpg,19.2,19.5,19.4,IR_13960.jpg,35.7,41.4,38.2,,,
121,SJTT0121,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_ARC02,#N/A,25.57,21.14,0.1922,0.0378,0.1544,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13936.jpg,19,22.2,21.1,IR_13976.jpg,3.5,6.1,4.5,,,
122,SJTT0122,2000,29-VI-2017,"30.65613, 102.74873",Limacodidae,SJ_LIM07,#N/A,11.66,12.11,0.0709,0.0373,0.0328,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13940.jpg,21.2,27.5,24,IR_13962.jpg,7.2,10.5,9.4,,,
123,SJTT0123,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LYM01,#N/A,18.99,12.41,0.075,0.0358,0.0386,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13944.jpg,18.5,19,18.8,IR_13974.jpg,34.4,42.9,39.4,,,
124,SJTT0124,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT01,#N/A,18.06,14.55,0.055,0.0379,0.0168,#N/A,右翅破損,,1,,1,1,#N/A,#N/A,,,0,1,IR_13952.jpg,18.3,18.6,18.5,IR_13984.jpg,0.6,5.9,2.7,腳與胸重疊,,
125,SJTT0125,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC036,#N/A,15.51,12.86,0.0664,0.0387,0.0277,#N/A,,1,1,,#N/A,#N/A,#N/A,#N/A,,,1,0,IR_13956.jpg,18.5,18.9,18.7,IR_13978.jpg,38.5,43.6,40.8,翅與胸重疊,,
126,SJTT0126,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT31,#N/A,13.11,8.48,0.0429,0.0374,0.0055,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13968.jpg,18.7,19,18.9,IR_13980.jpg,42.9,45,44.1,腳與胸重疊,,
127,SJTT0127,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT31,#N/A,17.99,9.73,0.0495,0.0373,0.0125,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_13970.jpg,19,19.4,19.2,IR_13982.jpg,-1.1,3.7,0.5,,,
128,SJTT0128,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC022,#N/A,14.9,12.38,0.0708,0.0374,0.0346,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_13972.jpg,18.9,19.5,19.1,IR_13986.jpg,40.1,42.6,41.5,,,
129,SJTT0129,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.71,18.71,0.0579,0.0371,0.0206,#N/A,,1,1,,1,1,#N/A,#N/A,,未拍,,,IR_13988.jpg,18.3,18.6,18.5,,,,,,,
130,SJTT0130,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.53,18.95,0.0592,0.0371,0.0227,#N/A,,1,1,,1,1,#N/A,#N/A,,未拍,,,IR_13990.jpg,17.9,18.3,18.2,,,,,,,
131,SJTT0131,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT09,#N/A,22.18,12.7,0.0701,0.0367,0.0337,#N/A,,1,1,,1,1,#N/A,#N/A,,未拍,,,IR_13992.jpg,16.4,16.9,16.7,,,,,,,
132,SJTT0132,2000,29-VI-2017,"30.65613, 102.74873",Limacodidae,SJ_LIM07,#N/A,12.36,12.33,0.0713,0.0378,0.0313,#N/A,,1,1,,1,1,#N/A,#N/A,,過久?,0,1,IR_13994.jpg,15.3,15.9,15.6,IR_14004.jpg,1.3,2.8,2.1,,,
133,SJTT0133,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_ARC07,#N/A,18.24,14.61,0.0751,0.0381,0.037,#N/A,,1,1,,#N/A,#N/A,#N/A,#N/A,,未拍,,,IR_13996.jpg,16.9,17.2,17.1,,,,,,,
134,SJTT0134,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_ARC06,#N/A,25.07,16.62,0.1196,0.0384,0.0812,#N/A,,1,1,,1,1,#N/A,#N/A,,,,,IR_13998.jpg,15.3,15.8,15.7,,,,,,,
135,SJTT0135,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC063,#N/A,,,--,--,--,#N/A,,,1,,#N/A,#N/A,#N/A,#N/A,,袋子X,,,IR_14000.jpg,17.1,17.7,17.4,,,,,,0,
136,SJTT0136,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT01,#N/A,20.05,13.6,0.0665,0.0373,0.0295,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14002.jpg,18.6,19,18.8,IR_14008.jpg,1.3,5.1,3.8,翅與胸重疊,,
137,SJTT0137,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT13,#N/A,14.67,8.86,0.0533,0.038,0.0148,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14006.jpg,16.7,17,16.9,IR_14010.jpg,-2.3,-1.1,-1.8,,,
138,SJTT0138,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO136,#N/A,17.91,,0.0494,--,--,#N/A,缺身體，不秤重,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14012.jpg,17.1,17.5,17.4,IR_14032.jpg,39.2,43.2,41.6,IR_14034.jpg:39.4/42.1/41.1,,
139,SJTT0139,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO069,#N/A,25.27,15.19,0.0773,0.0582,0.0386,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14014.jpg,16.3,16.9,16.7,IR_14028.jpg,35.6,37.8,36.9,,,
140,SJTT0140,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT14,#N/A,20.27,12.76,0.0591,0.0371,0.0222,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14016.jpg,16.9,17.3,17.2,IR_14024.jpg,3,6,4.6,,,
141,SJTT0141,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC055,#N/A,23.03,17.53,0.0998,0.0381,0.0617,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14018.jpg,19.8,22.2,20.9,IR_14050.jpg,36.6,41.5,39.1,,,
142,SJTT0142,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.65,14.69,0.0661,0.0361,0.0297,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14020.jpg,16.5,17.4,17,IR_14040.jpg,-3.7,-0.2,-1.8,,,
143,SJTT0143,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT11,#N/A,12.57,8.05,0.0438,0.038,0.0061,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14022.jpg,17.3,17.6,17.4,IR_14046.jpg,-1.3,-0.1,-0.7,,,
144,SJTT0144,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT10,#N/A,17.01,10.74,0.0558,--,--,#N/A,標本破損，不秤重,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14026.jpg,16,16.8,16.6,IR_14058.jpg,-0.5,1.2,0.4,IR_14056.jpg:-0.6/1.4/0.5,,
145,SJTT0145,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO135,#N/A,16.28,8.47,0.044,--,--,#N/A,標本破損，不秤重,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14030.jpg,16.7,16.9,16.9,IR_14044.jpg,37.5,42.8,40,,,
146,SJTT0146,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,19.58,11.87,0.0564,0.0374,0.0196,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14036.jpg,17.1,17.9,17.6,IR_14074.jpg,-0.3,2.5,0.9,腳與胸重疊,,
147,SJTT0147,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT14,#N/A,18.45,12.72,0.0536,--,--,#N/A,無身體，不秤重,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14038.jpg,17.1,17.4,17.3,IR_14064.jpg,-1.7,1.8,-0.2,,,
148,SJTT0148,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LYM01,#N/A,20.29,17.44,0.0794,0.0374,0.0418,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14042.jpg,17.6,18.6,18.2,IR_14068.jpg,0.2,7,4.1,,,
149,SJTT0149,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT11,#N/A,14.09,8.15,0.045,0.0369,0.0078,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14052.jpg,17.7,18.3,17.9,IR_14084.jpg,-0.8,2.8,1.3,腳與胸重疊,,
150,SJTT0150,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LYM01,#N/A,18.46,12.84,0.0778,0.0381,0.0399,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14054.jpg,18,18.5,18.3,IR_14082.jpg,38.8,43,41,,,
151,SJTT0151,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT05,#N/A,21.98,15.09,0.0834,0.0377,0.0461,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14062.jpg,18.3,18.8,18.5,IR_14090.jpg,3,6.4,4.3,,,
152,SJTT0152,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.86,18.51,0.0589,0.0371,0.0224,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14070.jpg,17.4,18,17.8,IR_14092.jpg,-0.5,1.9,0.8,,,
153,SJTT0153,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,19.07,11.5,0.0494,0.0369,0.0126,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14072.jpg,17.4,18.3,17.6,IR_14094.jpg,0.5,3.5,2.3,腳與胸重疊,,
154,SJTT0154,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_HER03,#N/A,17.34,11.79,0.0562,0.0379,0.018,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14076.jpg,17.8,18.3,18,IR_14086.jpg,41.7,43.6,42.6,,,
155,SJTT0155,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC028,#N/A,13.57,12.38,0.0655,0.0383,0.0272,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14080.jpg,18.2,18.5,18.4,IR_14096.jpg,1.8,4.4,3,,,
156,SJTT0156,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.33,18.67,0.062,0.0373,0.025,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14098.jpg,19.5,20.3,20,IR_14108.jpg,-0.4,2.4,0.9,,,
157,SJTT0157,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO035,#N/A,20.51,11.05,0.0606,0.0375,0.0239,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14100.jpg,19.8,20.8,20.4,IR_14106.jpg,-1.1,1.7,0.3,,,
158,SJTT0158,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.78,14.95,0.0705,0.0377,0.0333,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14102.jpg,18,18.2,18.1,IR_14114.jpg,0.1,4.5,2.5,,,
159,SJTT0159,2000,29-VI-2017,"30.65613, 102.74873",Drepanidae,SJ_DRE03,#N/A,20.01,10.15,0.0488,0.0373,0.0112,#N/A,,1,1,,1,1,#N/A,#N/A,,止,0,1,IR_14104.jpg,19.4,20.2,19.7,IR_14116.jpg,1.7,3.5,2.7,,,
160,SJTT0160,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC073,#N/A,21.18,19.32,0.1321,0.0375,0.0927,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14112.jpg,18.6,20.2,19.6,IR_14156.jpg,1.7,4.5,3.8,,,
161,SJTT0161,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_HER06,#N/A,18.7,12.77,0.0617,0.0375,0.0235,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14118.jpg,20.1,20.7,20.4,IR_14140.jpg,0.4,2.7,1.5,,,
162,SJTT0162,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.38,14.97,0.0655,0.0376,0.0272,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14122.jpg,19.2,19.6,19.5,IR_14134.jpg,2.8,6.1,4.8,,,
163,SJTT0163,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC040,#N/A,17.42,14.81,0.0786,0.0369,0.0422,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14126.jpg,19.7,21.6,20.8,IR_14142.jpg,4.2,6.4,5.6,,,
164,SJTT0164,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.43,17.38,0.0531,0.0375,0.0154,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14128.jpg,18.2,18.6,18.4,IR_14136.jpg,40.3,45.1,42.7,,,
165,SJTT0165,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,19.52,10.89,0.0525,0.0377,0.0144,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14130.jpg,19.3,20.3,20,IR_14152.jpg,1.5,5.5,3,,,
166,SJTT0166,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.57,20.09,0.0581,0.037,0.022,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14132.jpg,17.6,18.6,18.2,IR_14146.jpg,38.8,42.7,40.8,,,
167,SJTT0167,2000,29-VI-2017,"30.65613, 102.74873",Noctuidae,SJ_NOC022,#N/A,14.01,11.98,0.0658,0.0365,0.0297,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14138.jpg,18.3,19.2,18.8,IR_14162.jpg,0.3,3,1.9,,,
168,SJTT0168,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT11,#N/A,14.98,8.65,0.0494,0.0376,0.0125,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14144.jpg,17.9,18.6,18,IR_14166.jpg,-0.5,0.3,1.7,,,
169,SJTT0169,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,19.97,11.13,0.0489,0.0374,0.0116,#N/A,,1,1,,1,1,#N/A,#N/A,,,0,1,IR_14148.jpg,19.1,19.7,19.5,IR_14170.jpg,0,2.5,1.6,,,
170,SJTT0170,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.43,14.42,0.0507,--,--,#N/A,無身體，不秤重,1,1,,1,1,#N/A,#N/A,左前右後破,,0,1,IR_14150.jpg,19.2,19.8,19.5,IR_14158.jpg,-0.7,1.7,0.6,,,
171,SJTT0171,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,20.25,14.82,0.0605,0.0369,0.023,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子?頂 No,0,1,IR_14154.jpg,18.1,18.6,18.5,IR_14178.jpg,3.2,4.7,3.9,,,
172,SJTT0172,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.94,19.18,0.0553,0.0382,0.0171,#N/A,,1,1,,1,1,#N/A,#N/A,左前右後破,,1,0,IR_14160.jpg,20,20.5,20.3,IR_14168.jpg,42,43.8,43.1,,,
173,SJTT0173,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,19.49,12.42,0.0492,0.0368,0.0121,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14164.jpg,17.5,17.9,17.7,IR_14176.jpg,36.7,41.4,39,腳與胸重疊,,
174,SJTT0174,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,22.34,19.63,0.0596,0.0389,0.0205,#N/A,,1,1,,1,1,#N/A,#N/A,,袋子X,,,IR_14180.jpg,16.2,16.7,16.5,,,,,,,
175,SJTT0175,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.88,18.76,0.0567,0.0375,0.0188,#N/A,,1,1,,1,1,#N/A,#N/A,右前翅破損,袋子X,,,IR_14182.jpg,16.4,16.8,16.6,,,,,,,
176,SJTT0176,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT12,#N/A,20.63,12.99,0.0545,0.0358,0.0186,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14184.jpg,16.7,17.2,17,IR_14188.jpg,36.9,42,39.6,,,
177,SJTT0177,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.92,14.92,0.0604,0.0376,0.0226,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14186.jpg,17.5,18,17.7,IR_14194.jpg,43,45.3,44.5,,,
178,SJTT0178,2000,29-VI-2017,"30.65613, 102.74873",Erebidae,SJ_LIT09,#N/A,18.56,10.39,0.0472,0.0363,0.0106,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14190.jpg,18.4,18.7,18.6,IR_14196.jpg,40.1,43.7,41.8,,,
179,SJTT0179,2000,29-VI-2017,"30.65613, 102.74873",Drepanidae,SJ_DRE03,#N/A,21.16,10.87,0.0543,0.0374,0.0169,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14192.jpg,16.8,18,17.2,IR_14210.jpg,35.5,42.3,38.7,IR_14198.jpg:19.1/19.3/19.1,,
180,SJTT0180,2000,29-VI-2017,"30.65613, 102.74873",Geometridae,SJ_GEO063,#N/A,21.38,18.09,0.0553,0.0378,0.0176,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14200.jpg,18.6,19.2,18.9,IR_14214.jpg,35.9,45,42.1,,,
181,SJTT0181,2000,29-VI-2017,"30.65613, 102.74873",,,,,,--,--,--,#N/A,,,,,#N/A,#N/A,#N/A,#N/A,,,,,IR_14202.jpg,18.5,18.9,18.8,,,,,,0,
182,SJTT0182,2000,29-VI-2017,"30.65613, 102.74873",Drepanidae,SJ_DRE02,#N/A,23.15,19.14,0.056,0.0358,0.0215,#N/A,,1,1,,1,1,#N/A,#N/A,,,1,0,IR_14204.jpg,18,18.5,18.2,IR_14212.jpg,40.2,46.3,43.1,,,
